studid,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob=at_home,Mjob=health,Mjob=other,Mjob=services,Mjob=teacher,Fjob=teacher,Fjob=other,Fjob=services,Fjob=health,Fjob=at_home,reason=course,reason=other,reason=home,reason=reputation,guardian=mother,guardian=father,guardian=other,traveltime,failures,schoolsup,famsup,nursery,famrel,health,internet,activities,higher,romantic,freetime,goout,Dalc,Walc,absences,studytime,paid,bad_grade
610,1,0,18,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,1,0,4,4,0,0,1,0,1,1,1,1,0,2,0,1
611,1,0,19,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3,1,1,0,3,1,0,1,1,1,5,4,1,4,0,2,0,1
612,1,0,18,1,0,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,4,4,1,0,0,1,2,1,1,1,5,3,0,0
613,1,1,17,1,0,1,4,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,1,1,1,4,2,1,1,0,1,5,5,1,3,4,2,1,1
614,1,0,18,0,0,1,3,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,5,5,0,0,0,1,3,4,1,1,0,2,0,1
615,1,0,17,1,0,1,4,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,1,0,4,5,1,1,0,0,3,3,1,2,2,2,1,1
616,1,0,17,0,1,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,5,0,0,0,1,2,3,1,2,0,2,0,0
617,1,1,18,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,3,3,1,0,0,1,3,2,1,2,2,1,0,0
618,1,0,18,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,5,4,1,0,0,0,3,2,1,1,0,3,0,0
619,1,0,18,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,4,5,0,0,0,1,3,4,1,4,0,2,0,0
620,1,0,18,0,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,1,0,4,3,1,0,0,1,3,2,1,3,6,2,0,1
621,1,0,17,0,1,1,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,2,1,1,1,0,1,3,4,1,1,4,2,0,0
622,1,0,17,1,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,1,3,3,0,0,0,0,2,2,1,2,0,2,0,1
623,1,1,18,1,0,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,3,3,0,0,0,0,3,4,2,4,0,2,1,1
624,1,1,18,0,1,1,4,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,4,5,1,0,0,1,2,2,2,2,0,3,0,0
625,1,0,17,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,1,1,0,5,1,1,0,0,1,2,1,1,2,0,1,0,1
626,1,0,18,0,0,1,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,1,0,5,4,1,0,0,1,2,3,1,2,0,1,0,1
627,1,0,18,1,0,1,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,1,1,1,3,5,1,0,0,1,2,2,4,2,0,2,0,1
628,1,1,18,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1,1,0,4,3,1,1,1,1,3,3,2,3,3,1,0,1
629,1,0,17,0,0,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3,3,0,1,0,1,4,3,1,1,8,3,0,1
630,1,0,17,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1,1,0,0,5,5,1,3,4,1,0,1
631,1,0,18,1,1,1,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,5,1,1,0,0,0,4,4,1,1,0,3,0,0
632,1,0,18,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,4,4,1,0,0,0,3,2,1,2,4,3,0,1
633,1,0,19,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,4,3,1,0,0,1,3,3,1,1,4,2,0,1
634,1,0,18,1,1,1,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5,2,1,1,0,0,4,3,3,4,1,2,0,0
635,1,0,18,0,0,1,3,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,1,1,0,0,1,1,3,1,2,1,2,0,0
636,1,0,17,1,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,4,1,1,1,0,0,5,4,2,3,10,2,0,1
637,1,1,18,0,0,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,3,2,1,1,0,0,2,4,1,4,4,2,0,0
638,1,1,18,1,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,4,5,1,1,0,1,4,3,1,3,0,1,0,1
639,1,1,17,0,0,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,1,0,0,4,3,1,1,0,0,4,3,1,1,4,2,0,0
640,1,1,19,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,1,0,0,4,5,0,0,0,0,3,2,1,3,0,1,0,1
641,1,1,18,1,0,1,4,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,5,3,0,0,0,0,4,3,4,3,0,1,1,1
642,1,0,18,1,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,5,4,0,0,0,0,3,3,1,3,0,3,0,0
643,1,0,17,0,0,1,4,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,5,1,1,0,0,0,5,4,1,1,0,2,0,1
644,1,0,18,1,0,1,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,4,5,1,1,0,1,4,3,2,2,4,1,0,1
645,1,0,19,1,0,1,2,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,5,5,1,1,0,0,4,2,1,2,4,3,0,1
646,1,0,18,0,1,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,1,1,0,0,0,3,4,1,1,4,2,0,0
647,1,0,18,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,5,0,1,0,0,1,1,1,1,6,2,0,1
648,1,1,17,0,1,1,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,1,2,2,1,0,0,0,4,5,3,4,6,1,0,1
649,1,1,18,1,1,1,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,1,4,5,1,0,0,0,4,1,3,4,4,1,0,1
